rep_id,sim_seed,model,EI,R-cal-wise,R-cell-wise,R-tot
1,311,CL,1.18926041546437,0.207181240058878,0.394335110530293,0.189260415464367
1,311,COX,0.979155596689897,0.0943092347993134,0.303434633441209,0.0208444033101031
1,311,DGP,1.03614407051731,0.0877439157978669,0.29930067659349,0.0361440705173144
2,312,CL,1.1555479241389,0.155547924138904,0.335871247238415,0.155547924138904
2,312,COX,0.974538349688575,0.10597552998508,0.356083123626794,0.0254616503114246
2,312,DGP,0.931544375667999,0.121965878637729,0.343259290802749,0.068455624332001
3,313,CL,1.16242841304279,0.182157694015647,0.354889861748764,0.162428413042786
3,313,COX,1.08946434462252,0.14374957283447,0.342916199988987,0.0894643446225184
3,313,DGP,1.09099264508797,0.137439408237021,0.34522998106119,0.0909926450879736
